"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Aditya Birla Sun Life Corporate Bond Fund - Regular Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","2.00%","N.A.","Apr 13, 2015","0.3","0.8","2.4","7.5","9.2","-","-","28","35","42","20","21","-","-","1.8","2.1","-","-","-","3.0","1.9","1.3","-","-","1.9","3.5","2.6","-","-","0.6","1.9","1.9","-","-","7.7","10.3","6.0","-","-","12.71 (Jan 18, 18)","11.78 (Feb 09, 17)","Sprit Textile Pvt Limited (24/11/2020) (ZCB) ** #","SP Imperial Star Private Limited (23/03/2020) (ZCB) ** #","9.04% Indiabulls Infraestates Ltd (25/09/2020) **","9.80% IL&FS Tamil Nadu Power Company Limited (14/03/2021) ** #","13.20% Shriram Properties Pvt Ltd (29/10/2021) ** #","Wadhawan Global Capital Pvt Limited (31/07/2020) (ZCB) ** #","10.00% Prestige Estates Projects Limited (08/06/2022) **","8.81% JM Financial Products Limited (13/11/2020) **","7.85% Bhopal Dhule Transmission Company Limited (04/04/2022) **","RKN Retail Pvt Limited (30/04/2020) (ZCB) **","BWR A (SO)","CARE A","CARE AA- (SO)","ICRA A+(SO)","ICRA BBB","CARE AAA(SO)","ICRA A+","ICRA AA","CRISIL AAA","IND A-","273.68","157.60","127.84","127.11","116.45","114.62","109.47","109.11","91.10","78.25","7.45","4.29","3.48","3.46","3.17","3.12","2.98","2.97","2.48","2.13",0,0.16,91.86,"N.A",5.41,2.54,"21.85","35.53","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","3,673.6","Sep-17","2,924.2","Jun-17","2,088.7","Mar-17","1,552.7","Dec-16","1,238.1","Dec-16","34.9","Sep-16","926.2","Jun-16","733.4","Mar-16","639.2","Dec-15","583.5","Sep-15","483.0","Jun-15","282.3","3,673.6","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Dividend Yield Plus - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","S&P CNX 500","Jan 01, 2013","3.6","5.1","8.9","27.7","23.6","9.5","14.9","116","173","173","156","127","160","109","16.2","-7.0","-1.1","7.9","-9.9","2.5","7.7","-2.8","23.5","-3.4","3.2","6.7","-1.4","5.9","-3.7","6.7","-7.2","-1.0","11.0","13.1","33.5","2.9","-4.8","57.0","-3.7","197.62 (Jan 15, 18)","150.17 (Jan 20, 17)","Vedanta","ICICI Bank","HPCL","Dalmia Bharat","BPCL","Mahanagar Gas","Hind Zinc","IIFL Holdings","Tamil Newsprint","Sanofi India","Metals & Mining","Banking/Finance","Oil & Gas","Cement","Oil & Gas","Oil & Gas","Metals & Mining","Banking/Finance","Manufacturing","Pharmaceuticals","3.03","2.85","1.85","1.45","1.29","1.19","1.11","1.08","0.99","0.95","7.33","6.88","4.48","3.51","3.12","2.87","2.68","2.62","2.39","2.30",96.56,2.29,0,"N.A",0,1.15,"25.32","38.18","46.83","Banking/Finance","Oil & Gas","Metals & Mining","Cement","Chemicals","Technology","19.93","15.13","11.77","7.56","5.76","5.67","18.32","13.10","7.88","6.21","5.34","7.55","18.32","13.10","7.88","6.21","5.34","7.55","Dec-17","41.4","Sep-17","40.1","Jun-17","38.3","Mar-17","33.4","Dec-16","29.2","Sep-16","29.4","Jun-16","26.9","Mar-16","25.4","Dec-15","27.4","Sep-15","27.8","Jun-15","26.8","Mar-15","27.0","Dec-14","23.8","Sep-14","19.8","Jun-14","16.6","Mar-14","14.4","Dec-13","13.7","Sep-13","11.1","Jun-13","7.9","Mar-13","3.2","41.4","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Dividend Yield Plus (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","S&P CNX 500","Feb 07, 2003","3.5","4.9","8.4","26.7","22.6","8.6","14.0","120","176","183","166","144","171","115","16.0","-7.2","-1.3","7.7","-9.6","2.3","7.5","-3.0","23.2","-3.5","3.0","6.5","-1.6","5.7","-3.8","6.5","-7.4","-1.2","10.8","12.9","32.4","2.1","-5.6","55.8","-3.9","190.01 (Jan 15, 18)","145.53 (Jan 20, 17)","Vedanta","ICICI Bank","HPCL","Dalmia Bharat","BPCL","Mahanagar Gas","Hind Zinc","IIFL Holdings","Tamil Newsprint","Sanofi India","Metals & Mining","Banking/Finance","Oil & Gas","Cement","Oil & Gas","Oil & Gas","Metals & Mining","Banking/Finance","Manufacturing","Pharmaceuticals","76.38","71.70","46.69","36.58","32.51","29.91","27.93","27.30","24.91","23.97","7.33","6.88","4.48","3.51","3.12","2.87","2.68","2.62","2.39","2.30",96.56,2.29,0,"N.A",0,1.15,"25.32","38.18","46.83","Banking/Finance","Oil & Gas","Metals & Mining","Cement","Chemicals","Technology","19.93","15.13","11.77","7.56","5.76","5.67","18.32","13.10","7.88","6.21","5.34","7.55","18.32","13.10","7.88","6.21","5.34","7.55","Dec-17","1,042.1","Sep-17","1,047.0","Jun-17","1,047.1","Mar-17","1,005.8","Dec-16","985.3","Sep-16","1,025.9","Jun-16","999.0","Mar-16","984.4","Dec-15","1,099.1","Sep-15","1,158.3","Jun-15","1,175.1","Mar-15","1,251.8","Dec-14","1,218.6","Sep-14","1,100.5","Jun-14","1,044.2","Mar-14","974.0","Dec-13","1,050.8","Sep-13","1,049.2","Jun-13","1,193.7","Mar-13","1,333.1","1,042.1","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Dynamic Bond Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Debt Short Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","-1.0","-1.9","-1.6","1.2","8.6","7.9","9.3","134","133","134","134","31","74","13","-1.5","3.1","3.0","2.4","2.2","3.9","3.0","0.7","3.6","3.3","1.2","5.9","4.0","1.6","-1.7","-1.7","1.1","0.1","6.6","2.6","1.4","14.6","8.3","15.2","7.0","31.27 (Sep 06, 17)","29.02 (Mar 10, 17)","Government of India (17/09/2031)","Government of India (22/06/2045)","Government of India (15/05/2027)","Piramal Finance Limited (21/02/2018) (ZCB) **","Tata Motors Finance Limited (12/03/2019) (ZCB) **","Government of India (19/12/2022)","8.80% Shriram Transport Finance Company Limited (29/07/2019) **","Government of India (15/12/2023)","Edelweiss Commodities Services Limited (23/03/2018) (ZCB) **","Adani Power Limited (27/09/2019) (ZCB) ** #","SOV","SOV","SOV","ICRA AA","CRISIL AA","SOV","CRISIL AA+","SOV","ICRA AA","BWR AA-(SO)","832.14","504.93","452.45","180.98","143.70","115.46","114.02","108.59","81.44","79.99","22.99","13.95","12.50","5.00","3.97","3.19","3.15","3.00","2.25","2.21",0,0,91.58,"N.A",0,8.4,"58.41","72.21","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","4,374.6","Jun-17","4,617.2","Mar-17","5,339.7","Dec-16","5,054.3","Dec-16","52.6","Sep-16","4,375.5","Jun-16","4,191.6","Mar-16","5,072.1","Dec-15","5,296.9","Sep-15","5,103.8","Jun-15","4,565.1","Mar-15","3,902.0","Dec-14","2,495.0","Sep-14","1,493.6","Jun-14","1,499.2","Mar-14","1,658.2","Dec-13","1,685.2","Sep-13","1,684.0","Jun-13","1,006.6","Mar-13","93.7","3,619.6","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Dynamic Bond Fund - Retail Plan (G) ","Aditya Birla Sun Life Mutual Fund","Debt Short Term","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Sep 24, 2004","-1.0","-2.0","-1.9","0.7","7.9","7.2","8.7","135","134","135","135","80","110","42","-1.7","2.9","2.8","2.4","2.1","3.8","2.9","0.5","3.5","3.2","1.1","5.8","3.8","1.5","-1.7","-1.8","0.9","-0.1","6.5","2.5","0.9","13.9","7.5","14.8","6.6","30.47 (Sep 06, 17)","28.37 (Mar 10, 17)","Government of India (17/09/2031)","Government of India (22/06/2045)","Government of India (15/05/2027)","Piramal Finance Limited (21/02/2018) (ZCB) **","Tata Motors Finance Limited (12/03/2019) (ZCB) **","Government of India (19/12/2022)","8.80% Shriram Transport Finance Company Limited (29/07/2019) **","Government of India (15/12/2023)","Edelweiss Commodities Services Limited (23/03/2018) (ZCB) **","Adani Power Limited (27/09/2019) (ZCB) ** #","SOV","SOV","SOV","ICRA AA","CRISIL AA","SOV","CRISIL AA+","SOV","ICRA AA","BWR AA-(SO)","1,770.73","1,074.45","962.77","385.11","305.78","245.70","242.62","231.07","173.30","170.22","22.99","13.95","12.50","5.00","3.97","3.19","3.15","3.00","2.25","2.21",0,0,91.58,"N.A",0,8.4,"58.41","72.21","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Sep-17","8,432.5","Jun-17","8,863.0","Mar-17","9,796.6","Dec-16","9,466.7","Dec-16","51.5","Sep-16","8,694.4","Jun-16","8,045.4","Mar-16","7,682.5","Dec-15","8,211.1","Sep-15","7,663.4","Jun-15","7,513.9","Mar-15","7,427.8","Dec-14","7,143.1","Sep-14","7,172.9","Jun-14","7,790.7","Mar-14","9,350.2","Dec-13","11,245.0","Sep-13","13,862.3","Jun-13","15,196.7","Mar-13","14,567.1","7,702.2","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Enhanced Arbitrage Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","0.6","1.7","3.4","6.6","6.8","7.2","8.1","9","8","11","9","9","13","6","1.5","1.8","2.5","3.0","1.9","1.5","1.6","2.2","1.7","3.3","1.7","1.9","1.6","1.6","2.2","1.4","1.7","1.5","2.1","2.0","6.4","7.2","8.1","8.7","9.9","18.14 (Jan 18, 18)","17.02 (Jan 18, 17)","ITC","Vedanta","Reliance","Dewan Housing","SBI","Bharat Fin","JSW Steel","L&T Finance","Axis Bank","Century","Tobacco","Metals & Mining","Oil & Gas","Banking/Finance","Banking/Finance","Banking/Finance","Metals & Mining","Banking/Finance","Banking/Finance","Conglomerates","138.89","114.32","90.11","83.04","76.33","73.36","64.79","64.79","61.81","61.07","3.73","3.07","2.42","2.23","2.05","1.97","1.74","1.74","1.66","1.64",74.04,0.02,21.73,"N.A",2.67,1.52,"13.50","22.25","39.48","Banking/Finance","Metals & Mining","Automotive","Pharmaceuticals","Engineering","Tobacco","25.30","8.09","6.09","5.39","4.24","3.73","25.10","4.83","8.20","4.60","2.79","2.08","25.10","4.83","8.20","4.60","2.79","2.08","Dec-17","3,723.6","Sep-17","2,227.4","Jun-17","1,906.3","Mar-17","1,475.8","Dec-16","1,103.6","Sep-16","983.9","Jun-16","625.0","Mar-16","671.3","Dec-15","728.1","Sep-15","636.5","Jun-15","261.2","Mar-15","67.6","Dec-14","5.3","Sep-14","28.3","Jun-14","46.0","Mar-14","0.3","Dec-13","0.2","Sep-13","0.1","Jun-13","0.0","Mar-13","0.0","3,723.6","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Enhanced Arbitrage Fund - Institutional Plan (G) ","Aditya Birla Sun Life Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Jul 24, 2009","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.00 ()","0.00 ()","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"N.A",0,0,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.0",NA,NA
"Aditya Birla Sun Life Enhanced Arbitrage Fund - Retail Plan (G) ","Aditya Birla Sun Life Mutual Fund","Arbitrage & Arbitrage Plus","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Jul 24, 2009","0.5","1.5","3.0","5.9","6.2","6.6","7.5","20","24","27","28","26","29","16","1.4","1.6","2.4","2.9","1.9","1.4","1.5","2.1","1.6","3.2","1.6","1.7","1.5","1.5","2.0","1.2","1.6","1.3","2.0","1.8","5.7","6.6","7.5","8.4","9.4","17.67 (Jan 18, 18)","16.68 (Jan 18, 17)","ITC","Vedanta","Reliance","Dewan Housing","SBI","Bharat Fin","JSW Steel","L&T Finance","Axis Bank","Century","Tobacco","Metals & Mining","Oil & Gas","Banking/Finance","Banking/Finance","Banking/Finance","Metals & Mining","Banking/Finance","Banking/Finance","Conglomerates","51.75","42.60","33.58","30.94","28.44","27.33","24.14","24.14","23.03","22.75","3.73","3.07","2.42","2.23","2.05","1.97","1.74","1.74","1.66","1.64",74.04,0.02,21.73,"N.A",2.67,1.52,"13.50","22.25","39.48","Banking/Finance","Metals & Mining","Automotive","Pharmaceuticals","Engineering","Tobacco","25.30","8.09","6.09","5.39","4.24","3.73","25.10","4.83","8.20","4.60","2.79","2.08","25.10","4.83","8.20","4.60","2.79","2.08","Dec-17","1,387.5","Sep-17","1,115.8","Jun-17","993.1","Mar-17","859.9","Dec-16","742.2","Sep-16","565.1","Jun-16","399.3","Mar-16","394.2","Dec-15","446.4","Sep-15","287.6","Jun-15","92.2","Mar-15","26.4","Dec-14","31.1","Sep-14","36.0","Jun-14","20.1","Mar-14","226.9","Dec-13","119.3","Sep-13","1.1","Jun-13","0.7","Mar-13","0.6","1,387.5","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Equity Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Jan 01, 2013","3.0","4.9","10.0","28.9","31.5","16.7","22.5","148","175","156","139","25","38","17","13.7","-2.6","5.3","8.0","-9.8","4.6","9.4","-3.3","29.3","-0.4","4.0","14.3","-0.1","2.4","-0.8","6.5","-7.6","-0.3","9.3","15.7","34.3","16.0","3.7","57.3","6.0","777.07 (Jan 15, 18)","593.55 (Jan 20, 17)","HDFC Bank","ICICI Bank","Vedanta","ITC","Maruti Suzuki","Dabur India","Tata Comm","Hindalco","IndusInd Bank","Century","Banking/Finance","Banking/Finance","Metals & Mining","Tobacco","Automotive","Cons NonDurable","Telecom","Metals & Mining","Banking/Finance","Conglomerates","79.89","65.43","60.23","57.14","43.80","36.50","33.56","32.71","32.29","31.87","5.69","4.66","4.29","4.07","3.12","2.60","2.39","2.33","2.30","2.27",92.7,0.73,0,"N.A",0,6.55,"21.83","33.72","44.31","Banking/Finance","Metals & Mining","Automotive","Technology","Chemicals","Cons NonDurable","27.54","8.48","8.29","5.84","5.79","4.37","25.71","3.43","7.23","6.24","7.96","0.32","25.71","3.43","7.23","6.24","7.96","0.32","Dec-17","1,404.0","Sep-17","1,169.9","Jun-17","928.8","Mar-17","652.6","Dec-16","469.0","Sep-16","387.4","Jun-16","325.7","Mar-16","284.5","Dec-15","286.4","Sep-15","241.0","Jun-15","187.3","Mar-15","136.3","Dec-14","71.1","Sep-14","30.3","Jun-14","8.9","Mar-14","4.8","Dec-13","3.9","Sep-13","2.9","Jun-13","2.4","Mar-13","1.2","1,404.0","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Equity Fund (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Aug 27, 1998","2.9","4.6","9.3","27.4","30.1","15.5","21.4","155","185","167","160","36","56","32","13.5","-2.8","5.1","7.8","-9.3","4.3","9.1","-3.5","29.0","-0.6","3.7","14.0","-0.3","2.1","-1.0","6.2","-7.8","-0.5","9.1","15.6","32.7","14.9","2.8","55.9","6.1","742.77 (Jan 15, 18)","573.95 (Jan 20, 17)","HDFC Bank","ICICI Bank","Vedanta","ITC","Maruti Suzuki","Dabur India","Tata Comm","Hindalco","IndusInd Bank","Century","Banking/Finance","Banking/Finance","Metals & Mining","Tobacco","Automotive","Cons NonDurable","Telecom","Metals & Mining","Banking/Finance","Conglomerates","369.69","302.76","278.73","264.43","202.71","168.92","155.28","151.38","149.43","147.48","5.69","4.66","4.29","4.07","3.12","2.60","2.39","2.33","2.30","2.27",92.7,0.73,0,"N.A",0,6.55,"21.83","33.72","44.31","Banking/Finance","Metals & Mining","Automotive","Technology","Chemicals","Cons NonDurable","27.54","8.48","8.29","5.84","5.79","4.37","25.71","3.43","7.23","6.24","7.96","0.32","25.71","3.43","7.23","6.24","7.96","0.32","Dec-17","6,497.1","Sep-17","5,529.9","Jun-17","4,525.7","Mar-17","3,391.0","Dec-16","2,735.0","Sep-16","2,413.8","Jun-16","2,095.9","Mar-16","1,987.7","Dec-15","2,105.2","Sep-15","2,019.0","Jun-15","1,887.2","Mar-15","1,799.0","Dec-14","1,503.8","Sep-14","1,147.7","Jun-14","785.9","Mar-14","647.7","Dec-13","639.0","Sep-13","603.8","Jun-13","652.3","Mar-13","712.2","6,497.1","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Equity Savings Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Balanced","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Oct 25, 2014","0.4","1.2","3.6","14.9","15.3","10.0","-","60","60","60","54","46","38","-","8.9","-0.3","3.1","-","-","2.8","6.1","0.1","-","-","2.3","6.9","0.2","-","-","2.5","-5.3","0.5","1.1","-","18.2","8.8","4.6","1.1","-","13.75 (Jan 09, 18)","11.86 (Jan 20, 17)","ICICI Bank","HDFC","Maruti Suzuki","Bharat Fin","Infibeam Incorp","Reliance","Vedanta","Sun Pharma","Tata Steel","Larsen","Banking/Finance","Banking/Finance","Automotive","Banking/Finance","Miscellaneous","Oil & Gas","Metals & Mining","Pharmaceuticals","Metals & Mining","Engineering","7.34","4.83","4.75","4.60","4.55","4.53","4.39","4.34","3.70","3.14","4.68","3.08","3.03","2.93","2.90","2.89","2.80","2.77","2.36","2.00",65.52,3.58,25.45,"N.A",0.74,4.75,"16.62","29.44","37.71","Banking/Finance","Metals & Mining","Automotive","Pharmaceuticals","Oil & Gas","Miscellaneous","23.43","7.15","7.13","5.19","5.15","4.05","29.09","1.87","6.17","5.31","5.54","1.29","29.09","1.87","6.17","5.31","5.54","1.29","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","156.8","Sep-17","81.8","Jun-17","35.2","Mar-17","26.1","Dec-16","21.7","Sep-16","19.4","Jun-16","16.4","Mar-16","16.0","Dec-15","15.4","Sep-15","10.4","Jun-15","8.5","Mar-15","7.8","Dec-14","2.3","156.8","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Equity Savings Fund - Regular Plan (G) ","Aditya Birla Sun Life Mutual Fund","Balanced","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Oct 25, 2014","0.2","0.8","3.0","13.5","14.0","8.8","-","61","61","61","57","53","42","-","8.5","-0.6","2.8","-","-","2.5","5.8","-0.2","-","-","2.1","6.7","-0.1","-","-","2.1","-5.5","0.3","1.0","-","16.8","7.5","3.7","1.0","-","13.28 (Jan 09, 18)","11.58 (Jan 20, 17)","ICICI Bank","HDFC","Maruti Suzuki","Bharat Fin","Infibeam Incorp","Reliance","Vedanta","Sun Pharma","Tata Steel","Larsen","Banking/Finance","Banking/Finance","Automotive","Banking/Finance","Miscellaneous","Oil & Gas","Metals & Mining","Pharmaceuticals","Metals & Mining","Engineering","46.85","30.83","30.33","29.33","29.03","28.93","28.03","27.73","23.63","20.02","4.68","3.08","3.03","2.93","2.90","2.89","2.80","2.77","2.36","2.00",65.52,3.58,25.45,"N.A",0.74,4.75,"16.62","29.44","37.71","Banking/Finance","Metals & Mining","Automotive","Pharmaceuticals","Oil & Gas","Miscellaneous","23.43","7.15","7.13","5.19","5.15","4.05","29.09","1.87","6.17","5.31","5.54","1.29","29.09","1.87","6.17","5.31","5.54","1.29","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1,001.1","Sep-17","755.1","Jun-17","520.0","Mar-17","392.2","Dec-16","341.1","Sep-16","332.2","Jun-16","354.9","Mar-16","358.1","Dec-15","372.3","Sep-15","334.3","Jun-15","253.5","Mar-15","187.5","Dec-14","41.8","1,001.1","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Financial Planning FOF - Aggressive Plan - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Fund of Funds - Hybrid oriented","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","Jan 01, 2013","1.9","3.4","8.2","23.7","20.9","12.5","15.0","28","25","15","3","1","1","2","10.9","-1.9","3.6","5.7","-8.1","3.8","7.3","-1.1","14.6","-0.8","3.6","6.7","-0.7","4.7","-0.9","5.2","-6.1","0.8","6.5","8.9","27.1","7.8","5.0","37.7","-0.1","23.41 (Jan 15, 18)","18.74 (Jan 20, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"98.33",0,1.68,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","2.1","Mar-17","2.0","Dec-16","1.9","Dec-16","34.3","Oct-16","37.2","Sep-16","1.9","Jun-16","1.8","Mar-16","1.3","Dec-15","0.8","Sep-15","0.7","Jun-15","0.7","Mar-15","0.6","Dec-14","0.1","Sep-14","0.1","Jun-14","0.1","Mar-14","0.1","Dec-13","0.1","Sep-13","0.1","Jun-13","0.0","Mar-13","0.0","2.8","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Financial Planning FOF - Aggressive Plan (G) ","Aditya Birla Sun Life Mutual Fund","Fund of Funds - Hybrid oriented","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","","May 03, 2011","1.8","3.2","7.8","22.8","20.0","11.7","14.4","29","26","19","4","3","4","4","10.7","-2.1","3.5","5.5","-7.8","3.6","7.1","-1.3","14.4","-0.9","3.4","6.5","-0.9","4.6","-1.1","5.0","-6.3","0.7","6.3","8.8","26.1","7.0","4.3","36.9","-","22.68 (Jan 15, 18)","18.29 (Jan 20, 17)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0,0,0,"98.33",0,1.68,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Jun-17","123.2","Mar-17","117.3","Dec-16","113.5","Dec-16","33.5","Oct-16","36.4","Sep-16","116.5","Jun-16","107.7","Mar-16","96.2","Dec-15","91.4","Sep-15","90.9","Jun-15","88.9","Mar-15","88.9","Dec-14","84.1","Sep-14","78.5","Jun-14","70.1","Mar-14","62.4","Dec-13","58.2","Sep-13","51.8","Jun-13","48.9","Mar-13","43.2","127.8","Dec-29-2017","HIGH"
